_id,SEGMENT_ID,INSTALLED,UPGRADED,PRE_AMALGAMATION,STREET_NAME,FROM_STREET,TO_STREET,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,INFRA_LOWORDER,INFRA_HIGHORDER,CONVERTED,geometry
733,716,2011,, ,Mccowan District Park Trl,Bellamy Rd S,Eglinton Ave E, , , , , ,Multi-Use Trail - Entrance,Multi-Use Trail - Entrance, ,"{""coordinates"": [[[-79.2282163078681, 43.7406593204179], [-79.2281540570445, 43.74069499001], [-79.2280279609446, 43.7407701958197], [-79.2279234920697, 43.7408425995877], [-79.2278013361888, 43.7409163842316], [-79.2276910065763, 43.7409830850611], [-79.2276141332564, 43.7410341854038], [-79.2275648693094, 43.7410668342094], [-79.2275471255765, 43.7410810426363], [-79.227529361733, 43.741096672304], [-79.2275214189927, 43.7411151697653], [-79.2275213091775, 43.7411393836671], [-79.2275451894522, 43.7412667924557]]], ""type"": ""MultiLineString""}"
734,717,2011,, ,Finch Corridor Trl,Finch Corridor Trl Branch,Torresdale Ave, , , , , ,Multi-Use Trail - Entrance,Multi-Use Trail - Entrance, ,"{""coordinates"": [[[-79.4540697259194, 43.7744554644905], [-79.4540425495361, 43.7744673981122], [-79.4540710047531, 43.774569926518]]], ""type"": ""MultiLineString""}"
735,720,2011,, ,Upper Rouge Trl,Scarborough Railpath Trl,Bald Eagle Ave, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.1856100515946, 43.8099957462252], [-79.1854693485436, 43.810024839498]]], ""type"": ""MultiLineString""}"
736,771,2012,, ,Warden Ave,Kingston Rd,Viewbank Rd, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.2709181239853, 43.6877590148639], [-79.2707701392405, 43.6873970505003], [-79.2707447174057, 43.6873317806027], [-79.2706141139473, 43.6869965469243]]], ""type"": ""MultiLineString""}"
737,772,2012,, ,Viewbank Rd,Warden Ave,Valhalla Blvd, , , , , , ,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.2706141139473, 43.6869965469243], [-79.2704508120778, 43.6870276759486], [-79.2702991222042, 43.6870550484283], [-79.2701025674554, 43.6870815365684], [-79.2698691931047, 43.6871184907716], [-79.269621201888, 43.6871598697832], [-79.2694637958688, 43.6871932956089], [-79.2692809324944, 43.687240684861], [-79.2690860415481, 43.6873026838367], [-79.2689274520174, 43.6873411454594], [-79.2687855440414, 43.6873603877261], [-79.26862368304, 43.6873711354102], [-79.2685175559594, 43.6873894074134], [-79.2683534742349, 43.6874147251215], [-79.2681595327626, 43.6874513875824], [-79.2679568042785, 43.6874828111235], [-79.2676874167684, 43.6875360737224], [-79.2675443903942, 43.6875723201289]]], ""type"": ""MultiLineString""}"
738,773,2012,, ,Valhalla Blvd,Viewbank Rd,Viewbank Rd, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.2675443903942, 43.6875723201289], [-79.2677332549063, 43.6880633567302]]], ""type"": ""MultiLineString""}"
739,774,2012,, ,Viewbank Rd,Valhalla Blvd,Kildonan Dr, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.2677332549063, 43.6880633567302], [-79.2665575926468, 43.6883098945156]]], ""type"": ""MultiLineString""}"
740,775,2012,, ,Kildonan Dr,Viewbank Rd,Viewbank Rd, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.2665575926468, 43.6883098945156], [-79.2665003023789, 43.6881729118674]]], ""type"": ""MultiLineString""}"
741,935,2007,2017, ,Guildwood Pkwy,38.7 M E Guildwood Park Trl,Morningside Ave, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.1937151844595, 43.7487299168098], [-79.1905939105859, 43.7494012923669], [-79.1904677513605, 43.7494281200003], [-79.1893985702703, 43.7496624011077], [-79.1873190892777, 43.7501215306044], [-79.1862506875726, 43.7503706678415], [-79.184501668048, 43.7507619600254], [-79.1843229810463, 43.7507974768376], [-79.1841403138575, 43.7508509847636], [-79.1839328233355, 43.7509044246557], [-79.1837633548549, 43.7509579684757], [-79.1835721548817, 43.7510114527833], [-79.1834408018986, 43.7510470983468], [-79.1833303263683, 43.7511008039952], [-79.1832331201792, 43.7511365430205], [-79.1831109845973, 43.7511902161404], [-79.1829523907727, 43.7512437889043], [-79.1827913559778, 43.7513153579642], [-79.1826566585272, 43.7513960002195], [-79.1825422950726, 43.7514496943078], [-79.1823725381892, 43.7515572451298], [-79.1821887624296, 43.7516737570127], [-79.1819715730728, 43.7517991795252], [-79.1817962800254, 43.7519247164689], [-79.1816133196164, 43.752032228494], [-79.1814388675993, 43.7521487651326], [-79.1806297766726, 43.7526596067718], [-79.1799570203784, 43.7530718068475], [-79.1797824524779, 43.7532063438954]]], ""type"": ""MultiLineString""}"
742,944,2008,, ,Marlee Ave,Dell Park Ave,Roselawn Ave, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4411090535532, 43.7022534009665], [-79.441441622567, 43.7030558791745], [-79.4417464764275, 43.7038512401741], [-79.4420795552353, 43.7046667153032], [-79.4422792164524, 43.7051816676193], [-79.4424115883116, 43.7054835687138], [-79.4427451046361, 43.7063276263326], [-79.4430813031403, 43.7071938750234], [-79.4434397961804, 43.7081175860331], [-79.4438103760211, 43.708999088463], [-79.4441713924308, 43.7098695133265], [-79.4445172659582, 43.7107312901531], [-79.444879222935, 43.711603936286], [-79.4452082538074, 43.7124490331981], [-79.4455989193402, 43.7133945017523], [-79.4459043396111, 43.7141512215849]]], ""type"": ""MultiLineString""}"
743,1135,2015,2020, ,Adelaide St E,Yonge St,Parliament St, , , , , , ,Cycle Track, ,"{""coordinates"": [[[-79.3784700695748, 43.6504074872231], [-79.3779443451149, 43.6505300306124], [-79.3772451812585, 43.6506690478859], [-79.3764721171941, 43.6508519229846], [-79.3759685817177, 43.6509620863802], [-79.3759157257903, 43.6509736497745], [-79.3749467117703, 43.6511856290113], [-79.3731549435678, 43.651575771178], [-79.3730930563756, 43.651582795561], [-79.3730539767969, 43.6515851114261], [-79.3730197815058, 43.651587449806], [-79.3729741862107, 43.6515873910488], [-79.3723653573388, 43.6515276171849], [-79.3717809625031, 43.6514666640048], [-79.3717305003747, 43.6514654183145], [-79.3716897957339, 43.6514630142778], [-79.3716344154706, 43.6514712414552], [-79.3715985874095, 43.6514782933883], [-79.3710787694633, 43.6516046904971], [-79.3698551075587, 43.65189277951], [-79.3686379981192, 43.6521484508508], [-79.3681232025664, 43.652260123956], [-79.3674209951667, 43.6524124473007], [-79.3664616585089, 43.6526272435092], [-79.3662085207154, 43.6526957124858], [-79.3652095325302, 43.6529007951057], [-79.3647846905135, 43.6529884256551], [-79.3646419000225, 43.6530186182422], [-79.3645866190593, 43.653029588434], [-79.3645382556572, 43.6530405577951], [-79.3645050821076, 43.6530505549918], [-79.3644580733223, 43.6530655405292], [-79.3643931089145, 43.6530875258062], [-79.3643488601023, 43.653104521875], [-79.3643018443148, 43.6531275365491], [-79.3642326883533, 43.6531665653267], [-79.3641137302154, 43.653237633707], [-79.3640805081394, 43.6532586240779], [-79.3640741754267, 43.6532620343629], [-79.3638892585278, 43.653379458453], [-79.3638412191245, 43.6534098096225], [-79.3635986182124, 43.653564017866]]], ""type"": ""MultiLineString""}"
744,1137,2015,2020, ,Adelaide St W,Simcoe St,University Ave, , , , , , ,Cycle Track, ,"{""coordinates"": [[[-79.385556339313, 43.6488692591952], [-79.3856558134071, 43.6488474413191], [-79.3866213342626, 43.6486382481811]]], ""type"": ""MultiLineString""}"
745,1138,2015,2020, ,Adelaide St W,University Ave,Yonge St, , , , , , ,Cycle Track, ,"{""coordinates"": [[[-79.3784700695748, 43.6504074872231], [-79.3790732610823, 43.6502814579479], [-79.3791879200084, 43.6502574798382], [-79.3808102008098, 43.6498927194023], [-79.3821309525597, 43.6496147333912], [-79.3841104254151, 43.6491880592949], [-79.3853584909166, 43.6489126527536], [-79.3855561996887, 43.6488690205193]]], ""type"": ""MultiLineString""}"
746,1360,2022,, ,TECUMSETH ST,QUEEN ST W,LANEWAY S OF QUEEN ST W, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4065758480014, 43.6466829318926], [-79.4065494562336, 43.6465877118674], [-79.4064390522651, 43.6463032692799]]], ""type"": ""MultiLineString""}"
747,1362,2022,2024, ,TECUMSETH ST,RICHMOND ST W,MITCHELL AVE, , , , , ,Sharrows,Bike Lane - Contraflow, ,"{""coordinates"": [[[-79.4063053409483, 43.6459603525895], [-79.4062429253699, 43.6458183669481], [-79.4061491440314, 43.6455642929888], [-79.4060470482584, 43.6453120132822]]], ""type"": ""MultiLineString""}"
748,1363,2022,2024, ,TECUMSETH ST,MITCHELL AVE,ADELAIDE ST W, , , , , ,Sharrows,Cycle Track - Contraflow, ,"{""coordinates"": [[[-79.4060470482584, 43.6453120132822], [-79.4057859631229, 43.6446956258792], [-79.4057776584858, 43.6446764209133]]], ""type"": ""MultiLineString""}"
749,1364,2022,, ,TECUMSETH ST,ADELAIDE ST W,KING ST W, , , , , ,Sharrows,Sharrows, ,"{""coordinates"": [[[-79.4057779816418, 43.6446774464356], [-79.4057463808074, 43.6445958265685], [-79.4056937433857, 43.6444598759725], [-79.4055159253575, 43.6440388448647], [-79.4054040455772, 43.6437570220307], [-79.4052628636579, 43.6434080623668]]], ""type"": ""MultiLineString""}"
750,1365,2022,2024, ,TECUMSETH ST,KING ST W,TECUMSETH PL N, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4052628636579, 43.6434080623668], [-79.405111231007, 43.6430218488549], [-79.4051011092782, 43.6429966141069]]], ""type"": ""MultiLineString""}"
751,1367,2022,, ,TECUMSETH ST,TECUMSETH PL S,WELLINGTON ST, , , , , ,Sharrows,Sharrows, ,"{""coordinates"": [[[-79.4048841133441, 43.6424599186398], [-79.4047410682564, 43.6421125652478]]], ""type"": ""MultiLineString""}"
752,1535,2015,, ,Superior Ave,Lake Shore Blvd W,Mimico Waterfront Park Trl, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.4872367398218, 43.6145487372017], [-79.4886641306026, 43.6149494345313]]], ""type"": ""MultiLineString""}"
753,1006,2009,, ,Martin Goodman / Waterfront Trl,Princes' Blvd,Martin Goodman Trl Branch, , , , , ,Multi-Use Trail - Entrance,Multi-Use Trail - Entrance, ,"{""coordinates"": [[[-79.4184142741452, 43.6299288823489], [-79.4185836006462, 43.6304577043716], [-79.4186249402993, 43.6305883818131], [-79.418724069724, 43.6308931584506], [-79.418882100094, 43.6314151164511], [-79.4189223497542, 43.6315325141383], [-79.418959813015, 43.631561875334], [-79.4190376960231, 43.6315849803794], [-79.4191155610717, 43.631612280907], [-79.4191703566315, 43.6316353713247], [-79.4192078396468, 43.631658449482], [-79.4192366502031, 43.6316899107962], [-79.4192539132036, 43.6317297442417], [-79.4193603291035, 43.632004358155], [-79.4195224766101, 43.6320132856788]]], ""type"": ""MultiLineString""}"
754,1017,2018,, ,Etobicoke Creek Trl,Eglinton Ave W (continues north into Mississauga),Etobicoke Creek, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.6080622159097, 43.6464670095954], [-79.6085202060357, 43.646711228384]]], ""type"": ""MultiLineString""}"
755,1018,2019,, ,Unwin Ave,Tommy Thompson Pk,Leslie St, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3284162854534, 43.6481008026048], [-79.3267987426971, 43.6487921828941], [-79.3278513944493, 43.6500515249871], [-79.3228597590231, 43.6522282135851]]], ""type"": ""MultiLineString""}"
756,1019,2018,, ,Lake Shore Blvd W,First St,Norris Cres, , , , , ,&lt;Null&gt;,Bi-Directional Cycle Track, ,"{""coordinates"": [[[-79.4984999586865, 43.6022619878805], [-79.4979586580577, 43.6023607603694], [-79.4972746818617, 43.6024046146146], [-79.4965022802158, 43.6024824776267], [-79.4958522940472, 43.602568377309], [-79.4955886581138, 43.6026263483954], [-79.4950640745639, 43.6028250075599], [-79.4940948077448, 43.6032297831918], [-79.4931658504657, 43.603651613414], [-79.4923398103389, 43.6041121167619], [-79.4918578370606, 43.6045036440364], [-79.4916333071983, 43.6047151606158], [-79.4913007156956, 43.6051516998985], [-79.4910079939055, 43.6056737531272], [-79.4907346274088, 43.6062363171694], [-79.4905251036674, 43.6069744127973], [-79.4903813162489, 43.6083066068621], [-79.4903437373771, 43.6085631425809], [-79.490274691851, 43.6096703031908], [-79.4901332879974, 43.6104669117888], [-79.4900596610366, 43.6109439772835]]], ""type"": ""MultiLineString""}"
757,1117,2012,, ,Humber Bay Park West Trl,Mimico Waterfront Park Trl,Humber Bay Park West Trl Branch, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.4834264808994, 43.618794774562], [-79.483451588015, 43.6187228560228], [-79.4836244647186, 43.6184228089602], [-79.4838585139542, 43.6180523315218]]], ""type"": ""MultiLineString""}"
758,1319,2020,, ,Ossington St,Dewson St,Dewson St, , , , , ,Sharrows - Arterial - Connector,Sharrows - Arterial - Connector, ,"{""coordinates"": [[[-79.4236708665861, 43.6569622410993], [-79.4237248344753, 43.6571093051791]]], ""type"": ""MultiLineString""}"
759,1320,2018,, ,Chorley Park Trl,Chorley Park,Beltline Trl, , , , , ,Multi-Use Trail - Entrance,Multi-Use Trail - Entrance, ,"{""coordinates"": [[[-79.369659914721, 43.6865320556223], [-79.3690286237457, 43.6871191560178], [-79.3689610994095, 43.6871288756479], [-79.3689252316657, 43.6870667876492], [-79.3690335323199, 43.6869297535391], [-79.36916014888, 43.6866457859207], [-79.369444249281, 43.6863717933414], [-79.3689172868116, 43.6865769303527], [-79.3687549488857, 43.6867302306937], [-79.3686331830468, 43.6868509207081], [-79.3684166784081, 43.6870792687648], [-79.3684985365052, 43.686684218387], [-79.3683453118596, 43.6867852787656], [-79.3682414957905, 43.6869288487413], [-79.3681149803848, 43.6871638303587], [-79.3680655413198, 43.6871343831559], [-79.3680889353414, 43.6867229372187], [-79.3679006883078, 43.6867030393809]]], ""type"": ""MultiLineString""}"
760,1323,2022,, ,BARTLETT AVE,GEARY AVE,CP RAIL TRACKS, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4368179137092, 43.6699529948752], [-79.4367995668368, 43.6699567481893], [-79.4366442482877, 43.6695665949593], [-79.4366335389985, 43.6695396930471]]], ""type"": ""MultiLineString""}"
761,779,2012,, ,Kingsbury Cres,Harding Blvd,Birchmount Rd, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.2629436382277, 43.6912847795809], [-79.2618400498191, 43.6914986723343], [-79.2618006774527, 43.6915109220661], [-79.2617730146611, 43.6915236732573]]], ""type"": ""MultiLineString""}"
762,780,2012,, ,Birchmount Rd,Springbank Ave,Kingsbury Cres, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.2617730146611, 43.6915236732573], [-79.2617513931924, 43.6915620979183], [-79.2617596172026, 43.6916202049], [-79.261786905617, 43.6916920236746], [-79.2618189761748, 43.6917867435925]]], ""type"": ""MultiLineString""}"
763,781,2012,, ,Springbank Ave,Birchmount Rd,Harrison Properties Trl, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.2618189761748, 43.6917867435925], [-79.2590637657787, 43.6938354905468]]], ""type"": ""MultiLineString""}"
764,782,2012,, ,Lakehurst Cres,Waterfront Trl,Lakehurst Dr, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.257988784539, 43.6951229448721], [-79.2574914846094, 43.6955256634124]]], ""type"": ""MultiLineString""}"
765,841,2015,, ,Albion Rd,Summerlea Park Trl,Arcot Blvd, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.5520886041334, 43.7267389298619], [-79.5523906663519, 43.7270628436575], [-79.5529002319361, 43.727673578889]]], ""type"": ""MultiLineString""}"
766,843,2015,, ,Norris Cres,Lake Shore Blvd W,Mimico Waterfront Park Trl, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.4900596610366, 43.6109439772835], [-79.489612537824, 43.6109259400852], [-79.4891681143199, 43.6109079013941], [-79.488235922994, 43.6108043063984], [-79.4874682586299, 43.610732226037]]], ""type"": ""MultiLineString""}"
767,844,2011,2015, ,Military Trl,Gatineau Hydro Corridor Trl,Ellesmere Rd, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.2171425832307, 43.779752592019], [-79.2171964723864, 43.7798936825105]]], ""type"": ""MultiLineString""}"
768,846,2012,2015, ,Pottery Rd,Lower Don River Trl,Lower Don River Trl, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3620338665679, 43.6883191146795], [-79.3619275463942, 43.6881568548862]]], ""type"": ""MultiLineString""}"
769,848,2005,2021, ,Mill St,Cherry St,Bayview Ave, , , , , , ,Bi-Directional Cycle Track,2015,"{""coordinates"": [[[-79.3530564800415, 43.6528483159847], [-79.3535529038306, 43.6525672879868], [-79.3543595337583, 43.6521955993248], [-79.3547817066735, 43.6519385688692], [-79.3552883665093, 43.6518204132576], [-79.3562587844957, 43.6515941174724], [-79.3573920382827, 43.6513298446323]]], ""type"": ""MultiLineString""}"
770,1286,2021,, ,Villiers St,Cherry St,Munition St, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3538266470887, 43.6468181936567], [-79.3537188809423, 43.64686698633], [-79.3533753117645, 43.6470159076297], [-79.3514753085017, 43.6478394227493]]], ""type"": ""MultiLineString""}"
771,1287,2021,, ,Saulter St S,Villiers St,Commissioners St, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3436175732751, 43.6512413369775], [-79.3423803447139, 43.6496630766411]]], ""type"": ""MultiLineString""}"
772,1288,2021,, ,Commissioners St,Saulter St S,Carlaw Ave, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3423803447139, 43.6496630766411], [-79.3400477494791, 43.6506400370185], [-79.3377405977737, 43.6516338983891], [-79.3355236331459, 43.6525998386896]]], ""type"": ""MultiLineString""}"
773,1289,2021,, ,Carlaw Ave,Commissioners St,Lake Shore Blvd E, , , , , , ,Multi-Use Trail, ,"{""coordinates"": [[[-79.3353508661197, 43.6526733128868], [-79.3358209149195, 43.6532154150679], [-79.3363592489543, 43.6538775119729], [-79.3368943769662, 43.6545403272022], [-79.3372902869874, 43.6549994257096]]], ""type"": ""MultiLineString""}"
774,1290,2001,2013, ,Shaw St,Dewson St,College St, , , , , ,Sharrows,Bike Lane - Contraflow, ,"{""coordinates"": [[[-79.4202671507889, 43.6548935988325], [-79.4202738869721, 43.6549109248357], [-79.4204323924257, 43.6553109708047], [-79.4207168151115, 43.6560288201542], [-79.4209548739128, 43.6566296064921]]], ""type"": ""MultiLineString""}"
775,1487,2024,, ,Glendale Ave,Merrick St,Parkdale Rd, , , , , ,Contra-Flow Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4512368458849, 43.640662739099], [-79.4512306339046, 43.6409260897157], [-79.4512246542057, 43.6411795596089], [-79.4512207511254, 43.6413450185287]]], ""type"": ""MultiLineString""}"
776,1488,2024,, ,Claude St,Merrick St,The Queensway, , , , , , ,Sharrows, ,"{""coordinates"": [[[-79.4521688572175, 43.6404745756208], [-79.4521767179888, 43.6402509009921], [-79.4521831064413, 43.6400691748578], [-79.4521886871032, 43.6399104369982], [-79.4522340623994, 43.6397938431172], [-79.4522903543593, 43.639649184775]]], ""type"": ""MultiLineString""}"
777,1489,2024,, ,Merrick St,Claude St,Glendale Ave, , , , , , ,Sharrows, ,"{""coordinates"": [[[-79.4521688572175, 43.6404745756208], [-79.4520532114808, 43.6404979199533], [-79.4518019427268, 43.6405486504656], [-79.4514262418905, 43.6406245017711], [-79.4512368458849, 43.640662739099]]], ""type"": ""MultiLineString""}"
778,1491,2024,, ,Sunnyside Ave,Galley Ave,Pearson Ave, , , , , ,Contra-Flow Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4498651449207, 43.6423868992477], [-79.4497813903178, 43.6421857024812], [-79.4496958958124, 43.6419803219419], [-79.4496478766904, 43.64186496709], [-79.449585992745, 43.6417128075815], [-79.4494897844211, 43.6414762539841]]], ""type"": ""MultiLineString""}"
779,1008,2009,, ,Mimico Creek Trl,Burma Dr,Bonnyview Dr, , , , , ,Multi-Use Trail - Connector,Multi-Use Trail - Connector, ,"{""coordinates"": [[[-79.4958671829655, 43.6296849312927], [-79.4958921689697, 43.6297298680522], [-79.4959098947148, 43.6297694856227], [-79.4959113196154, 43.6297726631658], [-79.4959186767229, 43.6297940696434], [-79.4959179295472, 43.6298111821666], [-79.4959142468097, 43.6298256301722], [-79.4959044915341, 43.6298444346349], [-79.4958836205641, 43.629859809166], [-79.4958597260943, 43.6298716820416], [-79.4958132166499, 43.62988629141], [-79.4957566573808, 43.6298954176379], [-79.495688785322, 43.6299018078883], [-79.4956196492961, 43.629907288009], [-79.4955090343716, 43.6299191601559], [-79.4954512114883, 43.6299218951935], [-79.4953682437602, 43.6299346765415], [-79.4953028860237, 43.6299410666646], [-79.4951419940314, 43.6299675375399], [-79.4950363971304, 43.6299876277148], [-79.494944640959, 43.6300104539284], [-79.4947900148703, 43.6300579257361], [-79.4946819123898, 43.6300871419818], [-79.4945650106358, 43.6301227495965], [-79.4945084506233, 43.6301355306723], [-79.4944531419667, 43.6301510482044], [-79.494382738664, 43.6301738750004], [-79.4941753300759, 43.6302459990856], [-79.4940823082638, 43.6302779519542], [-79.4940376072676, 43.6302935868515], [-79.4939465445628, 43.6303254316948], [-79.4939396317678, 43.6303284071891], [-79.4939236424845, 43.63033409072], [-79.493814794324, 43.6303751978449], [-79.4937420228836, 43.6304045582284], [-79.4937063550441, 43.630415553272], [-79.4936976564727, 43.6304185547573], [-79.4936423720058, 43.6304352771842], [-79.4934590077279, 43.6304982279817], [-79.4932546533199, 43.6305444787643], [-79.492849053778, 43.6306395187199]]], ""type"": ""MultiLineString""}"
780,1009,2009,2016, ,Annette St,Jane St,Runnymede Rd, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4800151765923, 43.6600601266771], [-79.4813836786186, 43.6597571743893], [-79.4818352616121, 43.6596440515054], [-79.4825744972177, 43.6594940268178], [-79.4828247925948, 43.6594298589901], [-79.482938437171, 43.6594053743417], [-79.4830226829523, 43.6593883149297], [-79.4839104265132, 43.6591959549165], [-79.4849644341925, 43.6589406779697], [-79.4852860945837, 43.6588651445084], [-79.486049605417, 43.6586927663044], [-79.4871142973386, 43.6584781920164], [-79.4875527394651, 43.6583867319879], [-79.4881215450285, 43.6582680728193]]], ""type"": ""MultiLineString""}"
781,1010,2010,, ,Dufferin St,Peel Ave,Queen St W, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.4286136839455, 43.6422176567709], [-79.4287515945888, 43.6425519413062], [-79.4288929249791, 43.6430315261407], [-79.4291925219744, 43.6437922308214]]], ""type"": ""MultiLineString""}"
782,1111,2005,2008, ,Logan Ave,Gerrard St E,Dundas St E, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.3438568817555, 43.6639247798867], [-79.3439013145677, 43.6640325280796], [-79.344070724246, 43.6644431716857], [-79.3441002222129, 43.6645146807377], [-79.3442266607781, 43.6647668833441], [-79.3443405734339, 43.6650453589474], [-79.3448400299261, 43.666266405737], [-79.3450147158255, 43.6666732617843], [-79.3450636510721, 43.6667874101258], [-79.345195558386, 43.6670949987766]]], ""type"": ""MultiLineString""}"
783,1304,2017,2022, ,Woodbine Ave,Kingston Rd,Gerrard St E, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3079266257238, 43.6739285079434], [-79.3089611845873, 43.6764609680291], [-79.3093000944237, 43.6772652642219], [-79.3100276448208, 43.6790378507394], [-79.3107474748575, 43.6807753510934]]], ""type"": ""MultiLineString""}"
784,1305,2001,2021, ,Russell Hill Rd,Heath St W,St Clair Ave W, , , , , ,Sharrows - Wayfinding,Sharrows - Wayfinding, ,"{""coordinates"": [[[-79.4079048981621, 43.6853484499357], [-79.4087124697063, 43.6874222582151]]], ""type"": ""MultiLineString""}"
785,1524,2024,, ,Seaforth Ave,O'Hara Ave,10 m east of O'Hara Ave, , , , , ,Sharrows,Cycle Track - Contraflow, ,"{""coordinates"": [[[-79.4350334302164, 43.6432977417608], [-79.4349662416371, 43.6433296710308], [-79.4349265393583, 43.643343019976]]], ""type"": ""MultiLineString""}"
786,1525,2024,, ,Seaforth Ave,10 m west of Brock Ave,Brock Ave, , , , , ,Sharrows,Cycle Track - Contraflow, ,"{""coordinates"": [[[-79.433336670676, 43.6436790324561], [-79.4332173223551, 43.6437038038814]]], ""type"": ""MultiLineString""}"
787,1527,2024,, ,Sheppard Ave E,Bonnington Pl,Clairtrell Rd, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.4071706609348, 43.7623336272766], [-79.4052968255394, 43.7627647967169], [-79.4047581714734, 43.7628887346804], [-79.4042277829105, 43.7630034067106], [-79.4040683012785, 43.763037900515], [-79.4039559502922, 43.7630621822637], [-79.4039303442322, 43.7630677234747], [-79.4037914055558, 43.7630977515686], [-79.4028708385056, 43.7632967542212], [-79.4023055169293, 43.7634312091338], [-79.4014225759633, 43.7636218494633], [-79.4002110523105, 43.7638834157082], [-79.3996874079406, 43.7639964658246], [-79.3986867471769, 43.7642193876726], [-79.3983248560888, 43.7643000058328], [-79.397410660737, 43.7645036678467], [-79.3970535386057, 43.7645832241185], [-79.3957637561894, 43.7648694745113], [-79.3947161831042, 43.7651019572303], [-79.3936016919175, 43.7653510031418], [-79.3935305427911, 43.7653669022778], [-79.3930909065221, 43.7654650791117], [-79.3924298050165, 43.7656116262947], [-79.3920235942273, 43.7657016691039], [-79.3910598760693, 43.7659120473637], [-79.3904903734866, 43.7660363638677], [-79.3900394839206, 43.7661347864044]]], ""type"": ""MultiLineString""}"
788,1530,2024,, ,York St,Richmond St,Queen St W, , , , , , ,Sharrows, ,"{""coordinates"": [[[-79.3846005644508, 43.6504536856617], [-79.3847936963251, 43.6509240881015], [-79.3848526137433, 43.6510675895267], [-79.3849096731379, 43.6512065649642]]], ""type"": ""MultiLineString""}"
789,1531,2024,, ,FERRAND DR RAMP,EGLINTON AVE E,FERRAND DR, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3356198773004, 43.7211266119358], [-79.3364918335717, 43.7212132232081], [-79.3365676700015, 43.7212207558944]]], ""type"": ""MultiLineString""}"
790,1209,2020,, ,River St,Bayview Ave,Gerrard St, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3573549828705, 43.6658688964337], [-79.3573802936549, 43.6658414739418], [-79.3574012652061, 43.6658189967657], [-79.3574210835712, 43.6657965181474], [-79.3574405051316, 43.6657740390307], [-79.3574591578978, 43.665751558952], [-79.3574770525187, 43.665724577257], [-79.3574941428982, 43.6657020952244], [-79.3575104751317, 43.6656751115762], [-79.3575260279275, 43.665652627622], [-79.3575408225768, 43.6656256420529], [-79.3575548005938, 43.6656031561321], [-79.3575676608744, 43.6655761681489], [-79.3575801119557, 43.6655491796542], [-79.3575917942488, 43.6655221902003], [-79.3576023233666, 43.6654951993086], [-79.3576147040561, 43.6654717482472]]], ""type"": ""MultiLineString""}"
