_id,SEGMENT_ID,INSTALLED,UPGRADED,PRE_AMALGAMATION,STREET_NAME,FROM_STREET,TO_STREET,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,INFRA_LOWORDER,INFRA_HIGHORDER,CONVERTED,geometry
289,440,2001,, ,Martin Goodman / Waterfront Trl,Budapest Park Trl,Queen St W, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.4474461293089, 43.636883383745], [-79.447420085108, 43.6370083757662], [-79.4473938052456, 43.6371334486828], [-79.4473884169421, 43.6371442028547], [-79.4471965459574, 43.637547174661], [-79.4470750600368, 43.6377994406994], [-79.4470125951407, 43.6379312486885], [-79.4468953159604, 43.6381716796534], [-79.4467631775862, 43.6384376323828], [-79.4466798358614, 43.6384419691117], [-79.4466316372629, 43.6384550706326], [-79.4465974942446, 43.6384659922649], [-79.4465023775195, 43.6384709525596], [-79.446219417882, 43.638715331471]]], ""type"": ""MultiLineString""}"
290,442,2001,, ,Riverdale Park East Trl,Don River,Broadview Ave, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3534328744578, 43.6675477262962], [-79.3535599133118, 43.6675553656173], [-79.3536643475313, 43.6675571078936], [-79.3538065496023, 43.6675605177216], [-79.3538643199864, 43.6675622010275], [-79.3539443164044, 43.6675623005658], [-79.3539820999234, 43.6675575052181], [-79.354066556309, 43.6675495541749], [-79.3541710269244, 43.6675367768849], [-79.3542332689651, 43.667525566799], [-79.3542910600775, 43.6675191847216], [-79.3543266200175, 43.6675160066655], [-79.3543688485413, 43.6675144384313], [-79.3544088411383, 43.6675144884738], [-79.3544465985361, 43.6675209887118], [-79.3544843637245, 43.6675242673702], [-79.354579865503, 43.6675437381658], [-79.354682032036, 43.6675664389312], [-79.3547530999741, 43.6675826569411], [-79.3548063966834, 43.6675940195206], [-79.3548552743798, 43.667602144986], [-79.354910798541, 43.6676102698652], [-79.3549752349352, 43.6676151925487], [-79.3552063275254, 43.6676138661561], [-79.355379642684, 43.6676189138693], [-79.3555196266375, 43.6676223169598], [-79.3556062742478, 43.6676256462184], [-79.3556684852084, 43.6676273342216], [-79.3557062570341, 43.6676273801061], [-79.3557395908764, 43.6676274212777], [-79.3557773588208, 43.6676290882738], [-79.3558173561852, 43.6676323594065], [-79.355870795141, 43.6676413813226], [-79.3559300068823, 43.6676579617073], [-79.3560105322269, 43.6676920675008], [-79.3560305795195, 43.6677045046884], [-79.356061437371, 43.6677236335739], [-79.3560841493401, 43.6677371632685], [-79.3561206110731, 43.6677567141543], [-79.3561474522977, 43.6677702490335], [-79.356177045175, 43.6677842815416], [-79.3561997507086, 43.6677948137613], [-79.3562224710567, 43.6678043378459], [-79.3562444882094, 43.6678128708951], [-79.3562644605175, 43.6678203932196], [-79.3562844239934, 43.6678264222085], [-79.3563043958285, 43.667828948786], [-79.3563188632224, 43.6678309643669], [-79.3563408982055, 43.6678309911609], [-79.356373977726, 43.6678285294574], [-79.3566906850283, 43.6677788786329], [-79.3568577947107, 43.6677520165031], [-79.3571835089244, 43.6676970215979]]], ""type"": ""MultiLineString""}"
291,444,2001,, ,Serena Gundy Park Trl,Rykert Cres,Sunnybrook Park Trl, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3598469531296, 43.7180111355671], [-79.3597440257373, 43.7180679854486], [-79.3597070626395, 43.7181284870155], [-79.359670104853, 43.7181872126292], [-79.3596160030206, 43.7182209828054], [-79.3595299076228, 43.718292107547], [-79.3593036222261, 43.7184699091167], [-79.3592519659666, 43.7185090207719], [-79.3591953603409, 43.7185677220329], [-79.3591412006328, 43.7186317649221], [-79.3590968784667, 43.7186869086726], [-79.3590352422749, 43.7187954633859], [-79.3589957008561, 43.7189076008163], [-79.3589314941481, 43.7190642297827], [-79.3589018151556, 43.719156800725], [-79.3588427149029, 43.7192315137513], [-79.3587688953733, 43.7193062184616], [-79.3586877415002, 43.719359544186], [-79.3586115314502, 43.7194004092353], [-79.3585058747774, 43.7194394654395], [-79.3584125133628, 43.7194642787953], [-79.3582995150822, 43.7194908589817], [-79.3581914710943, 43.7194942840846], [-79.3580785638872, 43.7194816889219], [-79.3579510081023, 43.7194334466932], [-79.3578480472335, 43.7193656562907], [-79.3577819384534, 43.7192907817615], [-79.3577379070041, 43.7192212724146], [-79.3576637147047, 43.7192536502641], [-79.3576446137326, 43.7192644909872], [-79.3576255158053, 43.7192792841602], [-79.3575927430263, 43.7193148009764], [-79.3575558647521, 43.7193592140039], [-79.3575517441749, 43.7193750159656], [-79.3575394328342, 43.7194016722288], [-79.357513391886, 43.7194658483927], [-79.3574517692941, 43.7196090012608], [-79.3574367111001, 43.7196425661465], [-79.3574338807277, 43.7196899713024], [-79.3574378935981, 43.7197196174251], [-79.3574432670105, 43.7197512266168], [-79.3574758165709, 43.7198105395403], [-79.3575070361381, 43.719855025737], [-79.3575762882404, 43.7199390730078], [-79.3576146239813, 43.7199921012257], [-79.357662190549, 43.7200778316647], [-79.35772080219, 43.7201534053194], [-79.357757311793, 43.7202072764318], [-79.3577707792952, 43.7202170775487], [-79.3577927089111, 43.720227788417], [-79.3578177607203, 43.7202460192083], [-79.3578506900896, 43.7202656909896], [-79.357883612736, 43.7202882161492], [-79.3579012898153, 43.720301802109], [-79.357918479904, 43.7203171706083], [-79.3579292665514, 43.7203375349407], [-79.357951876711, 43.7203911735825]]], ""type"": ""MultiLineString""}"
292,445,2001,, ,Sherwood Park Trl,Sherwood Ave,Burke Brook, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3798927821333, 43.7179527061996], [-79.3800079965465, 43.7179629959217], [-79.3800826606436, 43.7179684921315], [-79.3801224746047, 43.7179685329937], [-79.3801573351866, 43.717963149894], [-79.3801872263475, 43.7179541610735], [-79.3802245869878, 43.7179397523166], [-79.3802569625771, 43.7179289568291], [-79.3802943087957, 43.7179217760409], [-79.3804162986382, 43.7179074540183], [-79.3805855900861, 43.7178841611354], [-79.3806901422905, 43.7178752483578], [-79.3807225118607, 43.7178680532335], [-79.3807897675658, 43.7178356360709], [-79.3808495681422, 43.7178013928443], [-79.3808869445059, 43.717785183636], [-79.3809093519929, 43.7177761868276], [-79.3810039686983, 43.717758227052], [-79.3810712092243, 43.7177402477186], [-79.381106063075, 43.7177312548196], [-79.3811260008578, 43.7177222463984], [-79.3811384841638, 43.7177042109658], [-79.3811534722015, 43.7176753406263], [-79.3811485527286, 43.717646450487], [-79.3811510597677, 43.7176338234341], [-79.3811585557935, 43.7176211934672], [-79.381193412507, 43.7176176192993], [-79.381233239255, 43.7176104407821], [-79.3812506718103, 43.7176068394896], [-79.3812730974728, 43.7175942331256], [-79.3813403804901, 43.7175545876586], [-79.3813802476108, 43.7175275424637], [-79.3814400546439, 43.7174896984312], [-79.3814824250003, 43.7174644650489], [-79.3815361788212, 43.7174193416756], [-79.3815703900917, 43.7173968460868], [-79.3816030322871, 43.7173833681194], [-79.3816418739798, 43.7173721369745], [-79.3816667339787, 43.7173654117727], [-79.381690032605, 43.7173631756752], [-79.3817816560721, 43.7173655279877], [-79.3818437577264, 43.7173723413398], [-79.3818623957091, 43.7173678599772], [-79.3818996882435, 43.7173555118881], [-79.3819354196678, 43.7173487879584], [-79.381952509923, 43.7173488047095], [-79.3819866587125, 43.7173510893851], [-79.3820332372489, 43.7173567713509], [-79.382062750238, 43.7173568018058], [-79.3821264296909, 43.7173501057493], [-79.382191656011, 43.7173456615652], [-79.3822678855187, 43.7172815404581], [-79.3824576499172, 43.7171206682032], [-79.3826074924498, 43.7169836988739], [-79.3826513834694, 43.7169425613998], [-79.3826741459593, 43.716916695356], [-79.3827262335034, 43.716834375621], [-79.3827668981128, 43.7167802810845], [-79.3827961670786, 43.7167461855399], [-79.3828205459913, 43.7167250296803], [-79.3828465391702, 43.7167097532898], [-79.3829325914263, 43.7166792434867], [-79.3830234857638, 43.7166546253952], [-79.383090026163, 43.7166440971937], [-79.3831679047964, 43.7166429958566], [-79.3832279340613, 43.7166430562976], [-79.383297717965, 43.7166372479467], [-79.3833512612777, 43.7166349433718], [-79.3835848981434, 43.7166304694051], [-79.3837098214402, 43.7166305938669], [-79.3837779659096, 43.7166318414395], [-79.3838055537285, 43.7166318685867], [-79.3838461227741, 43.7166260310994], [-79.3838883243751, 43.7166166577626], [-79.3839191661212, 43.7166096231021], [-79.3839386456998, 43.716599056506], [-79.3840085192563, 43.7165473513089], [-79.3840962316517, 43.7164921257648], [-79.3841660787739, 43.7164533642497], [-79.3842310337981, 43.7164216547217], [-79.3843300830121, 43.7163829226785], [-79.3843982588139, 43.7163606316282], [-79.384443716108, 43.7163489120506], [-79.3845200125539, 43.7163242798091], [-79.3845410590141, 43.7163513678474], [-79.3845751067306, 43.7163608076466], [-79.3845994339387, 43.7163655398668], [-79.3847812345627, 43.7163198321623], [-79.384985756653, 43.7162682611118], [-79.3851139699492, 43.7162413214716], [-79.3851545510309, 43.7162354754304], [-79.3852778635028, 43.7162273613106], [-79.3853557425477, 43.7162250892199], [-79.3853768397039, 43.7162251094777], [-79.3854401344956, 43.7162110490602], [-79.3855635040821, 43.7161793973039], [-79.3856089463599, 43.7161688564121], [-79.3856573958625, 43.7161496872056], [-79.3857006054456, 43.7161320060473], [-79.3857242555702, 43.7161207961259], [-79.3857381062581, 43.7161137259833], [-79.385747074196, 43.7161095934695], [-79.3857943486834, 43.7161013685582], [-79.3858407871912, 43.7160955092228], [-79.3858766488373, 43.7160908184735], [-79.3859157518704, 43.7160855377654], [-79.3859385728982, 43.7160802398974], [-79.3859776949239, 43.7160708267101], [-79.3860363719827, 43.7160578856126], [-79.3860958668388, 43.7160449452999], [-79.3861333587507, 43.7160384828469], [-79.3861936345139, 43.7160391261575], [-79.3862588010636, 43.7160456881288], [-79.3863141862558, 43.7160534294008], [-79.3863508154084, 43.7160635103283], [-79.3863752453658, 43.716072985035], [-79.3864110309397, 43.7161019677434], [-79.3864557622246, 43.716139240483], [-79.386480166569, 43.7161623079392], [-79.3865093977938, 43.7162113749112], [-79.3865467523777, 43.7162704962406], [-79.3865638213172, 43.7162941504803], [-79.3865711321413, 43.7163000625594], [-79.3865825280996, 43.7163048085284], [-79.3866012573492, 43.7163101369519], [-79.3866403505923, 43.7163166746358], [-79.3866680432763, 43.7163202476912], [-79.3866884117316, 43.71631908872], [-79.3867201905192, 43.7163143936588], [-79.3867372951144, 43.7163132305441], [-79.3867527851689, 43.7163120577261], [-79.3867690740663, 43.7163150352766], [-79.3868089662128, 43.7163257043707], [-79.386845614575, 43.7163316445803], [-79.3868822663849, 43.7163364155184], [-79.3869270513453, 43.7163447310841], [-79.3869636976385, 43.7163524445012], [-79.3870003360341, 43.7163637052938], [-79.3870296478244, 43.7163708263571], [-79.3870500107444, 43.716372619728], [-79.3870948313888, 43.7163626177069], [-79.3871518781991, 43.7163514476746], [-79.3872325472143, 43.7163438384145], [-79.3872773556245, 43.7163403352167], [-79.3875875208053, 43.716371626594], [-79.3877007713647, 43.7163753240148], [-79.387782134621, 43.7163753994213], [-79.3878425093491, 43.7163697491814], [-79.387908149003, 43.7163564782084], [-79.3880053174076, 43.7163261078031], [-79.3880893694724, 43.716295724474], [-79.3881839510094, 43.7162482210927], [-79.3883047980958, 43.7161855113757], [-79.3884467164545, 43.7160904607785], [-79.3886122523955, 43.7159878071561], [-79.388814543762, 43.7158851962516], [-79.3889301334069, 43.7158300967187], [-79.3890194386918, 43.7157882952122], [-79.3892058912932, 43.7157313523129], [-79.3895157512026, 43.7156459701696], [-79.3899069781673, 43.7155473392214], [-79.390236924456, 43.7154746968422]]], ""type"": ""MultiLineString""}"
293,446,2001,, ,Talwood Park Trl,Leslie St,Don Mills Trl, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.3573484985343, 43.7404482712921], [-79.357088016867, 43.7404357924587], [-79.3570075497685, 43.7404283972337], [-79.3569652328153, 43.7404211145082], [-79.3568845438381, 43.7403343623831], [-79.3567748989215, 43.7402181309357], [-79.3567383596016, 43.7401777407846], [-79.3567180583043, 43.7401580377746], [-79.3567099351534, 43.7401491793941], [-79.3566936795199, 43.7401353781495], [-79.3566774362895, 43.7401215850191], [-79.3566503369759, 43.7401048267724], [-79.3566191550498, 43.7400929861641], [-79.3565594865344, 43.7400781475008], [-79.3562135139902, 43.7400144000313], [-79.356156638834, 43.7400048303842], [-79.3561064385906, 43.7400027950307], [-79.3557929251048, 43.7400299454438], [-79.355433254232, 43.74006194139], [-79.3553628567571, 43.7400745242447], [-79.3553484389968, 43.740076144221], [-79.3552528576211, 43.7400814932592], [-79.355139663744, 43.7400849926499], [-79.3550918959834, 43.7400776402137], [-79.3550441426816, 43.7400648141351], [-79.3547602540052, 43.7399349730288], [-79.3547125405667, 43.7399057376408], [-79.3546221526638, 43.7398417923718], [-79.3544753301782, 43.7397358196129], [-79.3543135460065, 43.7396517437619], [-79.3542412939678, 43.7396152039116], [-79.3542119035259, 43.7395964970002], [-79.354193577477, 43.7395715753523], [-79.3540407459194, 43.7393891191063], [-79.3540150489662, 43.7393633058967], [-79.3539893524029, 43.7393419392842], [-79.3539623943875, 43.7393339018598], [-79.3539440252863, 43.7393267665254], [-79.3536954033155, 43.7392580401917]]], ""type"": ""MultiLineString""}"
294,448,2001,2015, ,East Highland Creek Trl,Brimwood Blvd,Chartland Blvd S, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.2695683840688, 43.8039566264092], [-79.269633298309, 43.8040264322044], [-79.2696886296796, 43.8040566587502], [-79.2698781980544, 43.8041745519603], [-79.269950590241, 43.8042225350244], [-79.2701957848729, 43.8044325805571], [-79.2713369162031, 43.8054037069447], [-79.2714261392715, 43.8054823418233], [-79.2716138632041, 43.8056737639282], [-79.2719565089575, 43.8060053587247], [-79.2720925996681, 43.8061455038687], [-79.2722380705607, 43.8062959009049], [-79.2726384097203, 43.8066932104803], [-79.2728668820554, 43.8069331312187], [-79.2730700049794, 43.8071224824281], [-79.2731744508204, 43.8072668164441], [-79.2737703128462, 43.8082208972296], [-79.2739049132265, 43.8084290855925], [-79.2739536139377, 43.8084882300963], [-79.2740222794456, 43.8085560362175], [-79.2740523832414, 43.808606088791], [-79.2740553130304, 43.8087662756005], [-79.2741018403212, 43.8088484954814], [-79.2741687802146, 43.8089363624686], [-79.2742469525299, 43.8089978666566], [-79.2742652913974, 43.809011219118], [-79.2743753241921, 43.8090852148705], [-79.2744630438374, 43.8091741479286], [-79.2745479691816, 43.8092559285268], [-79.2746406800517, 43.8093295685098], [-79.2747196417651, 43.8094041993411], [-79.2747918034755, 43.8095562559388], [-79.2748415849838, 43.8096329003337], [-79.2748846930674, 43.8096755064791], [-79.2749567933944, 43.8097365220552], [-79.2750574936765, 43.8098307629555], [-79.275119804359, 43.8099108054994], [-79.2751886943988, 43.8099927691847], [-79.2752138802, 43.8100219643046], [-79.2753226039902, 43.8101654486947], [-79.2754635334886, 43.8103427323982], [-79.2755116095919, 43.8103902617656], [-79.2755663518127, 43.8104434217929], [-79.2757234195078, 43.8105524337724], [-79.2772852210815, 43.8115651607061], [-79.2778676294223, 43.8119381747454]]], ""type"": ""MultiLineString""}"
295,449,2001,2015, ,East Point Park Trl,C N R,East Point Park Trl, , , , , ,Multi-Use Trail,Multi-Use Trail, ,"{""coordinates"": [[[-79.1453784561043, 43.7668877352073], [-79.145350955904, 43.7669240713108], [-79.1453353238119, 43.7669675092534], [-79.1453133565337, 43.7670388050549], [-79.1452929157123, 43.767104002796], [-79.1453640744737, 43.7671841359894]]], ""type"": ""MultiLineString""}"
296,512,2001,2021, ,Danforth Ave,Cambridge Ave,Broadview Ave, , , , , ,Cycle Track,Cycle Track,2018,"{""coordinates"": [[[-79.3604480373106, 43.6759039602668], [-79.3594214713827, 43.6760991931177], [-79.3588725635137, 43.6762023325729]]], ""type"": ""MultiLineString""}"
297,510,2001,2015, ,Taylor Creek Trl,West Don River Trl,Don Valley Parkway S, , , , , ,Park Road,Park Road, ,"{""coordinates"": [[[-79.3337225935717, 43.7028372455473], [-79.3336445024328, 43.7028499938481], [-79.3335821162328, 43.7028596964263], [-79.3335197060301, 43.702873133565], [-79.333464380372, 43.7028865818917], [-79.3334325096993, 43.7028981912069], [-79.3333980929196, 43.7029107338353], [-79.333329230615, 43.7029372223178], [-79.3332609790724, 43.7029716318728], [-79.333195917667, 43.7030144442329], [-79.3331437643508, 43.703046690798], [-79.3331021577545, 43.7030742900777], [-79.3330435187717, 43.7031048249855], [-79.3329923776996, 43.7031299349475], [-79.3329324093914, 43.7031525647354], [-79.3328928743533, 43.7031673221452], [-79.332856774628, 43.7031736962755], [-79.3328118229107, 43.7031775820965], [-79.3327634894825, 43.7031794817714], [-79.3327274048088, 43.7031759724818], [-79.3326893127218, 43.7031675185419], [-79.3325897825563, 43.7031266159376], [-79.3324480173609, 43.7030809445779]]], ""type"": ""MultiLineString""}"
298,511,2001,2022, ,Beverley St,College St,Queen St W, , , , , ,Bike Lane,Bike Lane, ,"{""coordinates"": [[[-79.3921559851617, 43.6496811509307], [-79.3923125264537, 43.6500554175838], [-79.3923934708641, 43.6502489528552], [-79.3924155774686, 43.6503017981475], [-79.3926607226106, 43.650887906428], [-79.3927142039054, 43.6510016186017], [-79.3930313503199, 43.6517917418467], [-79.3930952218847, 43.6519402853002], [-79.3934372611707, 43.6527642675668], [-79.3938597259469, 43.6538231129458], [-79.3940267842858, 43.654319246182], [-79.3942274359597, 43.6547993211998], [-79.3945996428562, 43.6557049175441], [-79.3951210587349, 43.6569639165242], [-79.3959026118162, 43.6587004239982]]], ""type"": ""MultiLineString""}"
299,513,2001,2016, ,Gerrard St E,Jarvis St,Sherbourne St, , , , , ,Cycle Track,Cycle Track, ,"{""coordinates"": [[[-79.3758995821759, 43.6604393827604], [-79.3748509607848, 43.6606540719834], [-79.374734694064, 43.6606812664164], [-79.3744324693329, 43.66075194824], [-79.3735651816901, 43.6609426983963], [-79.3722361254207, 43.6612269062199]]], ""type"": ""MultiLineString""}"
300,492,2005,, ,St Clair Ave E,Inglewood Dr,Inglewood Dr, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.3873539195337, 43.6895344823632], [-79.3870249445219, 43.6895951712014]]], ""type"": ""MultiLineString""}"
301,494,2005,, ,Avonlea Blvd,Rosevear Ave,Detonia Park Ave, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.2949978325496, 43.6926778312365], [-79.2949758639199, 43.6927437893057], [-79.2949186650376, 43.6928834137465], [-79.2949238857943, 43.692982985496], [-79.2949923010356, 43.6932066129746], [-79.2951520229795, 43.6935505406915]]], ""type"": ""MultiLineString""}"
302,495,2005,, ,Balmoral Ave,Poplar Plains Rd,Yonge St, , , , , ,Signed Route (No Pavement Markings),Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.4029060446755, 43.6837867964365], [-79.400530362287, 43.6843098001213], [-79.4003138664325, 43.6843972068449], [-79.3968313541012, 43.6851213206262], [-79.3937972269185, 43.6857538720615], [-79.3931856716897, 43.6858813565988]]], ""type"": ""MultiLineString""}"
303,496,2005,, ,Browning Ave,Logan Ave,Carlaw Ave, , , , , , ,Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.3509893567433, 43.6823163930103], [-79.3498825812832, 43.6825134705682], [-79.3489095883322, 43.6826951780506]]], ""type"": ""MultiLineString""}"
304,497,2005,, ,Bryant Ave,Dentonia Park Ave,Dentonia Ave, , , , , , ,Signed Route (No Pavement Markings), ,"{""coordinates"": [[[-79.2898308184498, 43.6926986471426], [-79.2898643232275, 43.6927236855242], [-79.2899069997888, 43.6927826837235], [-79.2901352134869, 43.6933070428889], [-79.2901523232724, 43.6933560593238], [-79.2902035329851, 43.6933880169921]]], ""type"": ""MultiLineString""}"
305,469,2001,2023, ,West Rd,High Park Trl,Colborne Lodge Dr, , , , , , ,Multi-Use Trail, ,"{""coordinates"": [[[-79.4651666226565, 43.6452259772576], [-79.4654237089689, 43.6452149431149], [-79.4655444737282, 43.6452097650845], [-79.4658638366276, 43.645197720749], [-79.4658966494161, 43.6451964793522], [-79.46608742289, 43.6452215374089], [-79.4661222769821, 43.6452295490605], [-79.4663786584816, 43.6452884703037], [-79.4667158792017, 43.6454055291764], [-79.4668608798514, 43.6454930052005], [-79.4669065557668, 43.6455434603035], [-79.4669392738526, 43.6455795913635], [-79.4670741226593, 43.645792995125], [-79.4670812911329, 43.6458109819237], [-79.4675288150248, 43.6469335696529], [-79.4675500040872, 43.6470148850144], [-79.4675971315646, 43.6472046012794], [-79.4677085453938, 43.6482190308845], [-79.4677387375093, 43.6484040174499], [-79.4677939107862, 43.6486118466023], [-79.4680090051849, 43.6492224019783], [-79.4680622700798, 43.6494391795922], [-79.4680883305146, 43.6497186107657], [-79.4680685259266, 43.6498848927994], [-79.4680032560301, 43.6500415711573], [-79.4678707450222, 43.650192863983], [-79.4676922149709, 43.6503255297393], [-79.4674709878957, 43.6504306047018], [-79.4671041734564, 43.6505922694946], [-79.4667790824955, 43.6508805358726], [-79.4666946867229, 43.6509691126057], [-79.4662927476852, 43.6513668369047], [-79.4658974172447, 43.6517598396213], [-79.4657656127661, 43.6519127927226], [-79.4655986448165, 43.6521443601576], [-79.4654549839165, 43.652352890008], [-79.4654260327048, 43.6523949968097], [-79.4653905800071, 43.6524465620628], [-79.4652864836919, 43.6527287851745], [-79.4651945997483, 43.6531102140514], [-79.4651705482604, 43.6534124191752]]], ""type"": ""MultiLineString""}"
306,472,2001,2015, ,Martin Goodman / Waterfront Trl,Bathurst St,Martin Goodman Trl Branch, , , , , ,Multi-Use Trail - Boulevard,Multi-Use Trail - Boulevard, ,"{""coordinates"": [[[-79.3919121431613, 43.6375789488139], [-79.3920339190866, 43.6375494664487], [-79.3921768047677, 43.6375182756008], [-79.3923695344805, 43.6374761768328], [-79.3925264805803, 43.6374422614646], [-79.3927246760115, 43.6373998791915], [-79.3928495652013, 43.6373755926747], [-79.3930465569422, 43.6373442777131], [-79.3931685028751, 43.6373287860439], [-79.3932406091858, 43.6373217630176], [-79.3933316676883, 43.6373136135558], [-79.3934228016717, 43.6373055190004], [-79.3935041407788, 43.6372988194634], [-79.3936601401564, 43.6372852690811], [-79.3937265808862, 43.6372790857075], [-79.3937840372964, 43.6372729029495], [-79.3938543887948, 43.6372635996559], [-79.3939265004445, 43.6372534518224], [-79.393983564702, 43.6372447122079], [-79.394070723913, 43.6372337240061], [-79.3941588500387, 43.6372233127215], [-79.3942186490451, 43.6372162767826], [-79.3942755748732, 43.637208689071], [-79.394325741656, 43.6372036055685], [-79.3943947006109, 43.6371967400294], [-79.3944560761727, 43.6371889313039], [-79.394515270393, 43.6371811286338], [-79.3945809731898, 43.6371722796738], [-79.3946705193442, 43.6371576836617], [-79.3947531364858, 43.6371435573736], [-79.3948383955885, 43.6371282182696], [-79.3949272140357, 43.637111524065], [-79.3950238203945, 43.6370921626327], [-79.3951160652802, 43.6370721049109], [-79.3952052034767, 43.6370503331041], [-79.3952976514777, 43.6370274309853], [-79.395414940385, 43.6369951900834], [-79.3955380876419, 43.6369586967607], [-79.3956483462199, 43.6369216235536], [-79.3957595369794, 43.6368829398426], [-79.3959858817184, 43.6368076559207], [-79.3963492751314, 43.6366845113241], [-79.3964072254285, 43.6366515116768], [-79.3964706488361, 43.6366206151789], [-79.3966622632341, 43.6365598356888], [-79.3967974342227, 43.6365169599931], [-79.396891852931, 43.6364938864354], [-79.396941884369, 43.6364812224979], [-79.3970175688402, 43.6364558716985], [-79.397089500144, 43.6364277900514], [-79.397163621495, 43.6363938054219], [-79.397232450337, 43.6363534691115], [-79.3972787614306, 43.636319458503], [-79.3973163163736, 43.6362890774696], [-79.3973482438076, 43.6362591405396], [-79.3973883176304, 43.6362196874499], [-79.3975244454742, 43.6361140280037], [-79.3976493247848, 43.636014722301], [-79.3976953039644, 43.6359934310794], [-79.3977272025655, 43.6359802914977], [-79.3977716193407, 43.6359594480164], [-79.3978003997978, 43.6359440462786], [-79.3978229187299, 43.6359295381753], [-79.3978949022462, 43.6358714913597], [-79.3979434174686, 43.6358315874415], [-79.3979603340434, 43.6358107202326], [-79.3979797513989, 43.6357848585847], [-79.3980098164863, 43.6357499339388], [-79.3980836710282, 43.6356918886718], [-79.3981581008644, 43.635665175886], [-79.3983655407403, 43.6356750000808]]], ""type"": ""MultiLineString""}"
